React list keys|EASY|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Why does React ask for stable keys when rendering a list?|To track item identity across updates~To encrypt list data~To sort items automatically~To prevent event bubbling|A|Meta,Airbnb
HTTP safe method|EASY|HTTP|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER,BACKEND_DEVELOPER|Which HTTP method is defined as safe and idempotent for resource retrieval?|GET~POST~PATCH~CONNECT|A|Google,Amazon
HTTP 404 status|EASY|HTTP|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER,BACKEND_DEVELOPER|What does HTTP 404 indicate?|The resource was not found~Authentication succeeded~The request was accepted asynchronously~The server rate limit was exceeded|A|Amazon,Microsoft
HTML label association|EASY|HTML Accessibility|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|How should a visible label be associated with a form input?|Set label for to the input id~Put the label after the form~Use a title attribute only~Wrap the input in a script|A|Google,Meta
CSS box sizing|EASY|CSS|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|With box-sizing:border-box, what does an element's declared width include?|Content, padding, and border~Content only~Margin only~Padding but not border|A|Meta,Google
DOM event bubbling|EASY|Browser DOM|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|In normal bubbling, where does an event travel after the target?|Up through its ancestors~Only to sibling nodes~Directly to the document head~Back to the target repeatedly|A|Google,Meta
Linux file permissions|EASY|Linux|DEVOPS_ENGINEER,BACKEND_DEVELOPER|In chmod 640 file, what permissions does the owner receive?|Read and write~Read, write, and execute~Read only~No permissions|A|Amazon,Red Hat
Git amend|EASY|Git|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What does git commit --amend normally change?|The most recent commit, replacing it with a new commit object~Every commit on the remote~Only the staging area~The repository's default branch name|A|GitHub,Microsoft
Docker image and container|EASY|Docker|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What is a Docker container relative to an image?|A running or stopped instance created from an image~A registry URL~A source-code branch~A virtual machine snapshot containing its own kernel|A|Amazon,Google
TCP connection setup|EASY|Networking|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Which sequence establishes a standard TCP connection?|SYN, SYN-ACK, ACK~ACK, FIN, SYN~DNS, ARP, HTTP~FIN, FIN-ACK, ACK|A|Amazon,Cloudflare
Python dictionary lookup|EASY|Python|MACHINE_LEARNING_ENGINEER|Average-case lookup in a well-distributed Python dict is typically what complexity?|O(1)~O(log n)~O(n log n)~O(n^2)|A|Google,Microsoft
NumPy broadcasting|EASY|NumPy|MACHINE_LEARNING_ENGINEER|When can NumPy broadcast two dimensions together?|When they are equal or one of them is 1~Only when both arrays have equal shape~Only for one-dimensional arrays~Whenever total element counts match|A|Google,Meta
Pandas missing values|EASY|Pandas|MACHINE_LEARNING_ENGINEER|Which pandas operation is designed to report missing-value counts per column?|isna().sum()~sort_values()~value_counts(dropna=False) only~astype()|A|Microsoft,Google
Classification accuracy|EASY|Model Evaluation|MACHINE_LEARNING_ENGINEER|How is classification accuracy calculated?|Correct predictions divided by all predictions~True positives divided by predicted positives~True positives divided by actual positives~False positives divided by true negatives|A|Google,Amazon
Mean and median under outliers|EASY|Statistics|MACHINE_LEARNING_ENGINEER|Which measure is usually more robust to a few very large outliers?|Median~Mean~Variance~Range|A|Google,Microsoft
Git merge conflict|EASY|Git|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What is required to finish resolving a Git merge conflict?|Edit the conflicted files, stage them, then complete the merge~Delete the .git directory~Run git fetch repeatedly~Rename the remote|A|GitHub,Microsoft
Spring Boot auto-configuration|MEDIUM|Spring Boot|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why does Spring Boot conditional auto-configuration back off when an application defines a matching bean?|To let application configuration override defaults~To force two beans of every type~To disable component scanning~To avoid loading application.properties|A|Amazon,Oracle
Spring bean scope|MEDIUM|Spring|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What is the default scope of a Spring bean in a standard application context?|Singleton per bean definition per container~One instance per HTTP request~One instance per thread~One instance per method call|A|Oracle,Microsoft
Spring transaction proxy|MEDIUM|Spring Transactions|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why can self-invocation bypass @Transactional proxy behavior in proxy-based Spring configuration?|The call does not pass through the proxy~Private methods always start transactions~Spring disables transactions in services~The database rejects nested Java calls|A|Amazon,Oracle
Spring MVC validation|MEDIUM|Spring MVC|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What normally triggers bean validation on a request DTO parameter in Spring MVC?|@Valid or @Validated on the parameter~@Transactional on the controller~A database index~@ResponseBody on the DTO|A|Amazon,Microsoft
REST idempotent update|MEDIUM|REST|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Which method is intended to be idempotent when replacing a resource representation?|PUT~POST~CONNECT~TRACE|A|Amazon,Google
REST resource creation|MEDIUM|REST|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|A client submits a request that creates a new resource and receives its URI. Which status is most suitable?|201 Created~204 No Content~304 Not Modified~409 Conflict|A|Microsoft,Amazon
SQL composite index order|MEDIUM|SQL Indexes|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|For an index on (tenant_id, created_at), which query most directly benefits from the leftmost-prefix rule?|Filter by tenant_id and a created_at range~Filter only by an unrelated status column~Order by an unindexed payload column~Filter by created_at only in a typical B-tree|A|Amazon,Oracle
Database isolation|MEDIUM|Transactions|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Which anomaly allows a transaction to read a row value that another transaction later rolls back?|Dirty read~Phantom read~Lost update~Write skew|A|Amazon,Oracle
Optimistic locking|MEDIUM|JPA Hibernate|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|How does a JPA @Version field commonly detect a concurrent stale update?|The UPDATE includes the old version and checks affected row count~It locks the whole database at startup~It serializes every entity in Java~It retries without checking data|A|Amazon,Oracle
JPA N+1 queries|MEDIUM|JPA Hibernate|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|A list query loads 100 parents and then issues one child query per parent. What problem is this?|N+1 select problem~Write skew~Dirty checking~Second-level cache stampede|A|Amazon,Microsoft
Java volatile visibility|MEDIUM|Java Concurrency|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What does volatile provide for a shared Java variable?|Visibility and ordering guarantees, but not compound-operation atomicity~Mutual exclusion for every access~Atomic increment semantics~Persistence across JVM restarts|A|Oracle,Amazon
Java concurrent map|MEDIUM|Java Concurrency|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why use ConcurrentHashMap instead of synchronizing every operation on HashMap?|It supports concurrent access with finer-grained coordination~It guarantees sorted keys~It permits null keys and values~It persists entries to disk|A|Amazon,Oracle
Java deadlock prevention|MEDIUM|Java Concurrency|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Which practice helps prevent lock-order deadlocks?|Acquire multiple locks in a consistent global order~Hold locks while doing network calls~Use a random lock order~Never release a lock|A|Oracle,Amazon
Java executor shutdown|MEDIUM|Java Concurrency|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What does ExecutorService.shutdown() do?|Rejects new tasks while allowing submitted tasks to finish~Immediately interrupts all worker threads~Deletes completed tasks' results~Waits forever for new submissions|A|Amazon,Oracle
Java strings|MEDIUM|Java|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why is repeated string concatenation in a large loop often inefficient in Java?|Strings are immutable, so repeated concatenation can allocate many intermediate objects~The compiler disables garbage collection~String concatenation always performs disk I/O~The JVM stores strings only in native memory|A|Oracle,Amazon
OOP Liskov substitution|MEDIUM|Object-Oriented Design|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|A subtype strengthens a method's precondition so valid base-class callers now fail. Which principle is violated?|Liskov substitution principle~Interface segregation principle~Dependency inversion principle~Open-closed principle|A|Microsoft,Amazon
API pagination cursor|MEDIUM|API Design|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why can keyset pagination be more stable than OFFSET pagination on a changing large table?|It continues from an ordered key without rescanning skipped rows~It returns rows in random order~It removes the need for an index~It guarantees a database snapshot across requests|A|Amazon,Google
JWT validation|MEDIUM|Web Security|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What must a resource server verify before trusting a signed JWT?|Signature, issuer/audience as applicable, and time claims~Only that the token has three dot-separated parts~Only the user's email claim~That the token is stored in localStorage|A|Microsoft,Amazon
Password storage|MEDIUM|Web Security|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|How should application passwords be stored?|With a slow salted password hash such as Argon2 or bcrypt~Encrypted with a single shared reversible key~As a plain SHA-256 digest~In a signed JWT claim|A|Google,Amazon
Cache stampede|MEDIUM|Caching|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Many requests recompute the same expensive value after one cache entry expires. What can reduce this stampede?|Request coalescing or per-key single-flight refresh~Shortening every TTL to zero~Disabling the origin database~Randomly corrupting cache keys|A|Amazon,Netflix
Microservice saga|MEDIUM|Microservices|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|How does a saga typically handle a multi-service business operation without a distributed transaction?|Use local transactions and compensating actions for failures~Hold one database lock across every service~Replicate one shared ORM session~Assume every message is delivered exactly once|A|Amazon,Uber
API rate limiting|MEDIUM|API Security|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER,DEVOPS_ENGINEER|Why is a token-bucket limiter useful for an API?|It controls sustained rate while allowing a bounded burst~It guarantees zero latency~It encrypts request bodies~It prevents all authentication failures|A|Cloudflare,Amazon
DNS record types|MEDIUM|Networking|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Which DNS record maps a hostname to an IPv6 address?|AAAA~A~MX~TXT|A|Cloudflare,Google
TLS certificate verification|MEDIUM|Networking Security|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What does a client validate in a normal TLS server certificate check?|Certificate chain and that the requested hostname matches~Only the certificate's file size~Only that the server supports HTTP/2~That the certificate contains the client's private key|A|Cloudflare,Google
Linux process signal|MEDIUM|Linux|DEVOPS_ENGINEER,BACKEND_DEVELOPER|What is the usual effect of SIGTERM?|Requests graceful process termination~Immediately reboots the host~Pauses a process permanently~Changes the process owner|A|Red Hat,Amazon
Linux file descriptor exhaustion|MEDIUM|Linux|DEVOPS_ENGINEER,BACKEND_DEVELOPER|A service fails to open sockets while CPU and memory are normal. Which limit is a likely cause?|Per-process open file descriptor limit~Maximum path depth~Shell history size~Number of installed packages|A|Amazon,Google
Docker layer caching|MEDIUM|Docker|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why should dependency manifests often be copied before frequently changing source files in a Docker build?|Stable dependency layers can remain cached when source changes~It makes the final image run as root~It disables image versioning~It prevents the compiler from using memory|A|Docker,Amazon
Docker multi-stage builds|MEDIUM|Docker|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What is a primary benefit of a multi-stage Docker build?|Keep build tools out of the final runtime image~Run each stage on a separate physical host~Share writable layers with every container~Avoid specifying a base image|A|Docker,Google
Kubernetes readiness probe|MEDIUM|Kubernetes|DEVOPS_ENGINEER,BACKEND_DEVELOPER|What happens when a pod fails its readiness probe?|It is removed from ready service endpoints while the container may keep running~Kubernetes always deletes the node~The container is immediately rebuilt from source~Its liveness probe is disabled|A|Google,Amazon
Kubernetes liveness probe|MEDIUM|Kubernetes|DEVOPS_ENGINEER,BACKEND_DEVELOPER|What is a liveness probe primarily used for?|Restart a container that is stuck or unhealthy~Decide whether a pod receives traffic~Choose a cloud region~Scale a deployment based on queue depth|A|Google,Amazon
Kubernetes ConfigMap|MEDIUM|Kubernetes|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Which Kubernetes object is intended for non-secret configuration data?|ConfigMap~Secret~PersistentVolume~ServiceAccount|A|Google,Red Hat
CI pipeline artifact|MEDIUM|CI/CD|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why publish a build artifact between pipeline stages?|To test and deploy the same built output rather than rebuilding different bits~To store the developer's password~To avoid running tests~To make source control unnecessary|A|GitHub,GitLab
Blue-green deployment|MEDIUM|Deployment|DEVOPS_ENGINEER,BACKEND_DEVELOPER|How does a blue-green deployment reduce cutover risk?|Switch traffic between two production-like environments and retain the old one for rollback~Deploy every host at a random time~Update the database schema after removing all backups~Send half of each request to both versions|A|Amazon,Google
Observability trace|MEDIUM|Monitoring|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Which observability signal best follows one request across several services?|Distributed trace~Host uptime gauge~Static configuration file~Container image digest|A|Google,Netflix
SLO error budget|MEDIUM|SRE|DEVOPS_ENGINEER,BACKEND_DEVELOPER|If an SLO allows 99.9% availability over a period, what is the error budget?|The remaining allowed 0.1% of service unavailability or bad events~The team's monthly cloud bill~The number of users who can log in~A guarantee that no incident occurs|A|Google,Amazon
JavaScript event loop|MEDIUM|JavaScript Runtime|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|When does a queued promise callback usually run relative to a timer callback in the same turn?|As a microtask after the current stack and before the next task~Before the current synchronous stack completes~Only after a page reload~In a separate operating-system process|A|Google,Meta
JavaScript closure|MEDIUM|JavaScript|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|What does a closure retain access to?|Lexical bindings from the scope where the function was created~Only global variables~The browser's DOM snapshot at parse time~The function's most recent caller locals|A|Google,Meta
TypeScript unknown|MEDIUM|TypeScript|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Why is unknown safer than any for an untrusted value?|It requires narrowing before most operations~It disables runtime type checks~It converts every value to a string~It makes the value immutable|A|Microsoft,Google
TypeScript discriminated union|MEDIUM|TypeScript|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|How does a literal discriminant help narrow a TypeScript union?|A shared property with distinct literal values selects the relevant member~It merges all union properties at runtime~It creates a database enum automatically~It removes null values from JSON|A|Microsoft,Google
React effect cleanup|MEDIUM|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|When should a component clean up a subscription created by an effect?|Return cleanup from the effect so it runs before re-run or unmount~Call setState with null in render~Use useMemo to destroy the subscription~Wait for the browser to close|A|Meta,Airbnb
React controlled input|MEDIUM|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|What makes a React text input controlled?|Its displayed value is driven by state and updated through an event handler~It has an id attribute~It uses a CSS module~It is rendered inside a form|A|Meta,Airbnb
React reconciliation key|MEDIUM|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Why can an array index key misassociate state when list items are reordered?|The same index can now refer to a different logical item~Keys are used only for CSS styling~React sorts keyed lists alphabetically~Indexes are not valid JavaScript values|A|Meta,Airbnb
Browser CORS|MEDIUM|Browser Security|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Who enforces the browser same-origin policy and CORS response checks?|The browser, based on response headers from the server~The DNS resolver~The HTML validator~The TCP router|A|Google,Cloudflare
HTTP cache validation|MEDIUM|HTTP Caching|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|How does an ETag with If-None-Match commonly avoid retransmitting an unchanged representation?|Server returns 304 Not Modified when the validator still matches~Client encrypts the response in memory~Server changes the URL on every request~Browser skips TLS negotiation|A|Cloudflare,Google
Web accessibility keyboard support|MEDIUM|Accessibility|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|A custom interactive control is mouse-only. What should be added first for keyboard users?|Native semantic control or equivalent focus and keyboard behavior~A longer tooltip~More color contrast only~An aria-label on a non-focusable div|A|Google,Microsoft
CSS stacking context|MEDIUM|CSS|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Why may a child with a very high z-index still appear beneath another element?|Its parent stacking context is painted as a unit below the other context~z-index is measured in pixels~The child is outside the DOM~CSS ignores z-index on all positioned elements|A|Google,Meta
CSS flex shrink|MEDIUM|CSS Layout|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|In a flex row with insufficient space, which property controls whether an item can shrink?|flex-shrink~align-content~object-fit~pointer-events|A|Meta,Google
XSS output encoding|MEDIUM|Web Security|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|What is the primary defense when inserting untrusted text into an HTML text context?|Context-appropriate output encoding or safe text APIs~Base64-encode the whole page~Hide the element with CSS~Trust input after client-side validation|A|Google,Meta
CSRF cookie protection|MEDIUM|Web Security|BACKEND_DEVELOPER,FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Why can cookie-authenticated state-changing requests be vulnerable to CSRF?|Browsers may attach cookies automatically to cross-site requests~Cookies cannot be encrypted~POST requests are cached by every proxy~TLS prevents cookies from being sent|A|Amazon,Google
Feature scaling|MEDIUM|Feature Engineering|MACHINE_LEARNING_ENGINEER|Why can standardizing features matter for distance-based algorithms such as k-nearest neighbors?|Large-scale features can dominate distance calculations~It guarantees normally distributed data~It removes all outliers~It increases the training set size|A|Google,Microsoft
Train-test leakage|MEDIUM|Model Evaluation|MACHINE_LEARNING_ENGINEER|Why should a scaler be fit only on training data before transforming a test set?|Using test statistics leaks information from evaluation data~Scaling test values changes the label type~The scaler cannot transform unseen rows~It prevents cross-validation|A|Google,Amazon
Precision and recall|MEDIUM|Model Evaluation|MACHINE_LEARNING_ENGINEER|For a fraud detector, which metric is TP divided by (TP + FP)?|Precision~Recall~Specificity~False-negative rate|A|Google,Microsoft
ROC versus PR curve|MEDIUM|Model Evaluation|MACHINE_LEARNING_ENGINEER|Why can a precision-recall curve be more informative than ROC for a rare positive class?|It focuses on precision and recall for positive predictions~It removes the need for a threshold~It always gives a higher score~It includes training loss only|A|Google,Meta
Cross-validation|MEDIUM|Model Evaluation|MACHINE_LEARNING_ENGINEER|What does k-fold cross-validation do?|Trains and evaluates across k different held-out folds~Uses the test set k times for tuning~Creates k copies of each feature~Guarantees an unbiased score under any data leakage|A|Microsoft,Google
Regularization|MEDIUM|Machine Learning|MACHINE_LEARNING_ENGINEER|What is the usual effect of increasing L2 regularization strength?|Penalize large weights more strongly, often reducing variance and increasing bias~Increase model capacity without constraint~Remove the need for validation data~Guarantee zero training error|A|Google,Amazon
Decision-tree split|MEDIUM|Machine Learning|MACHINE_LEARNING_ENGINEER|What does a decision tree seek with a candidate split in a classification task?|Reduce impurity in child nodes~Maximize the number of leaf labels~Make each child contain exactly half the data~Minimize feature count to zero|A|Google,Microsoft
Class imbalance|MEDIUM|Machine Learning|MACHINE_LEARNING_ENGINEER|Why can raw accuracy be misleading on a dataset with 99% negative examples?|A classifier predicting only negative can score 99% while missing every positive~Accuracy cannot be computed for binary tasks~The minority class is automatically oversampled~Precision and recall become identical|A|Google,Microsoft
Pandas groupby aggregation|MEDIUM|Pandas|MACHINE_LEARNING_ENGINEER|What is a common use of DataFrame.groupby(...).agg(...) ?|Compute one or more summaries for each group~Sort every row by index labels only~Convert columns to a NumPy image~Join tables on all columns automatically|A|Google,Meta
NumPy views and copies|MEDIUM|NumPy|MACHINE_LEARNING_ENGINEER|Why can modifying a basic-slice NumPy array also modify the original array?|Basic slicing commonly returns a view sharing the same memory~NumPy arrays are immutable~The arrays are always copied to disk~The Python GIL merges their values|A|Google,Microsoft
Bayes theorem|MEDIUM|Probability|MACHINE_LEARNING_ENGINEER|What does Bayes' theorem compute when P(B)>0?|P(A given B)=P(B given A)P(A)/P(B)~P(A given B)=P(A)+P(B)~P(A and B)=P(A)/P(B)~P(B given A)=1-P(A)|A|Google,Amazon
P-value interpretation|MEDIUM|Statistics|MACHINE_LEARNING_ENGINEER|Under a specified null model, what does a p-value represent?|Probability of results at least as extreme as observed, assuming the null is true~Probability the null hypothesis is true~Effect size in original units~Probability the sample was randomly selected|A|Google,Microsoft
Gradient descent learning rate|MEDIUM|Machine Learning|MACHINE_LEARNING_ENGINEER|What can an excessively large learning rate cause during optimization?|Loss to oscillate or diverge~Guaranteed convergence in one step~All gradients to become unbiased~The dataset to become linearly separable|A|Google,Meta
Data drift|MEDIUM|MLOps|MACHINE_LEARNING_ENGINEER,DEVOPS_ENGINEER|What does feature data drift describe in production monitoring?|A change in the input feature distribution over time~A change in source-code indentation~A model checkpoint corruption only~The difference between CPU and GPU memory|A|Google,Amazon
Model artifact versioning|MEDIUM|MLOps|MACHINE_LEARNING_ENGINEER,DEVOPS_ENGINEER|Why should a deployed model be tied to a versioned artifact and training metadata?|To reproduce, audit, and roll back a deployment~To make predictions deterministic across all hardware~To avoid storing evaluation metrics~To prevent feature drift|A|Google,Microsoft
Container resource limit|MEDIUM|Containers|DEVOPS_ENGINEER,BACKEND_DEVELOPER|What can happen when a Linux container exceeds its memory cgroup limit?|The kernel may kill the process with an OOM event~The container gains host memory automatically~Only its CPU priority changes~Its image is permanently deleted|A|Amazon,Google
Kubernetes requests and limits|MEDIUM|Kubernetes|DEVOPS_ENGINEER|What is a Kubernetes CPU request mainly used for?|Scheduling capacity reservation and relative CPU allocation under contention~An absolute cap that always throttles immediately~A guarantee of dedicated physical cores~A limit on network bandwidth|A|Google,Red Hat
Kubernetes service discovery|MEDIUM|Kubernetes|DEVOPS_ENGINEER,BACKEND_DEVELOPER|How does a ClusterIP Service normally provide stable access to changing pod replicas?|A stable virtual IP and DNS name route to selected endpoints~It assigns one permanent IP to each pod~It stores application secrets~It builds the container image on demand|A|Google,Amazon
Kubernetes rolling update|MEDIUM|Kubernetes|DEVOPS_ENGINEER|What is a key benefit of a rolling Deployment update?|Replace replicas gradually while maintaining configured availability~Switch all replicas off before creating new ones~Change the persistent volume format automatically~Guarantee rollback without storing an old image|A|Google,Red Hat
Git rebase|MEDIUM|Git|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|What does rebasing a feature branch onto main do?|Replays feature commits on top of the new base, rewriting their commit identities~Combines both branches into one merge commit only~Uploads all local files to origin~Deletes commits that are already on main|A|GitHub,Microsoft
CI test pyramid|MEDIUM|CI/CD|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why do many test strategies use many unit tests and fewer end-to-end tests?|Unit tests are typically faster and isolate failures more precisely~End-to-end tests cannot run in CI~Unit tests prove production availability~Integration tests cannot use databases|A|GitHub,Google
Infrastructure as code plan|MEDIUM|Infrastructure as Code|DEVOPS_ENGINEER|Why review a Terraform plan before applying it?|It previews proposed infrastructure changes before they affect resources~It encrypts all state automatically~It proves the cloud account cannot be compromised~It replaces source control|A|Amazon,HashiCorp
Monitoring cardinality|MEDIUM|Monitoring|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Why are unbounded user IDs risky as metric labels?|They create high-cardinality time series and can overwhelm storage/query costs~They make every metric less accurate~They prevent logs from being written~They encrypt labels irreversibly|A|Google,Datadog
Load balancer health checks|MEDIUM|Networking|DEVOPS_ENGINEER,BACKEND_DEVELOPER|What should a load balancer generally do with a target that repeatedly fails its health check?|Stop routing new requests to it until it recovers~Delete its deployment manifest~Retry every request forever~Change its database credentials|A|Amazon,Cloudflare
Blue-green database compatibility|HARD|Deployment|DEVOPS_ENGINEER,BACKEND_DEVELOPER|During a blue-green rollout, why use an expand-and-contract database migration?|Old and new application versions can coexist while schema changes roll out~It guarantees schema rollback after data deletion~It removes the need to migrate data~It disables transactions during deployment|A|Amazon,Google
Distributed transaction outbox|HARD|Microservices|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|How does the transactional outbox pattern reduce lost event publication?|Write business data and an outbox row in the same local transaction, then publish asynchronously~Publish to the broker before committing the database~Use one distributed lock shared by every service~Store events only in application memory|A|Amazon,Uber
At-least-once message handling|HARD|Microservices|BACKEND_DEVELOPER,DEVOPS_ENGINEER|A queue may redeliver a message after a consumer crashes post-processing. What protects business correctness?|Idempotent processing or deduplication keyed by message identity~Assuming delivery is exactly once~Increasing visibility timeout without limit~Deleting the consumer offset before processing|A|Amazon,Netflix
Serializable isolation|HARD|Transactions|BACKEND_DEVELOPER|What does serializable isolation aim to guarantee for concurrent transactions?|An outcome equivalent to some serial execution order~No transaction can ever be aborted~Every read sees the newest wall-clock value~All queries run without locks or retries|A|Oracle,Amazon
MVCC vacuum pressure|HARD|DBMS|BACKEND_DEVELOPER,DEVOPS_ENGINEER|In an MVCC database, why can long-running transactions delay cleanup of dead row versions?|They may still need an older visibility snapshot~They hold every table's schema lock forever~They disable indexes globally~They force every page into memory|A|PostgreSQL,Amazon
JVM safe publication|HARD|Java Concurrency|BACKEND_DEVELOPER|What is safe publication of an immutable object primarily intended to ensure?|Other threads see a fully initialized object and its state~The object can be modified without synchronization~The object survives process termination~The object is allocated on the stack|A|Oracle,Amazon
