EASY|Networking|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Debugging a hostname failure|A service can reach an IP address but cannot reach a dependency by hostname. What layers and tools would you inspect?|Check DNS resolution, resolver configuration, records/TTL, network policy and service discovery; distinguish DNS failure from TCP reachability and TLS.|Cloudflare,Amazon
EASY|Monitoring|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Choosing an alert signal|A service has occasional slow requests but average latency looks healthy. Which metrics would you add and how might you alert?|Use latency histograms/percentiles, error rate and traffic; alert on user-facing SLO burn rather than a single noisy average.|Google,Datadog
EASY|Python|MACHINE_LEARNING_ENGINEER|Making an analysis reproducible|A notebook gives different results on each run because it samples rows and uses randomized training. What should be controlled and recorded?|Set random seeds where supported, record data and library versions, parameters, preprocessing, and recognize that some hardware operations remain nondeterministic.|Google,Microsoft
EASY|NumPy|MACHINE_LEARNING_ENGINEER|Vectorizing a feature calculation|A Python loop computes a simple transformation over a million numeric values. Why might a NumPy expression be faster and what memory issue remains?|Vectorized operations use optimized native loops and reduce Python overhead; temporary arrays and copies can still consume substantial memory.|Google,Meta
EASY|Pandas|MACHINE_LEARNING_ENGINEER|Joining two data frames safely|A feature table is joined to labels by user_id, but the row count unexpectedly doubles. What would you check?|Check key uniqueness and join cardinality, inspect duplicates and null keys, validate expected one-to-one/many-to-one relationships before merging.|Google,Microsoft
EASY|Statistics|MACHINE_LEARNING_ENGINEER|Interpreting a confidence interval|A report gives a 95% confidence interval for average response time. Explain what this interval does and does not mean.|Under repeated sampling/procedure assumptions, about 95% of constructed intervals cover the fixed parameter; it is not a 95% probability that this realized interval contains it.|Google,Amazon
EASY|Machine Learning|MACHINE_LEARNING_ENGINEER|Separating training and test data|Why should a final test set remain untouched while choosing features and hyperparameters?|Repeated test-set use leaks feedback into model selection and biases the reported estimate; use training/validation or cross-validation, then evaluate once.|Google,Microsoft
EASY|Model Evaluation|MACHINE_LEARNING_ENGINEER|Choosing a fraud metric|Fraud is rare and missing fraud is costly. Why is accuracy inadequate, and which metrics would you discuss?|A majority-class classifier can look accurate; examine recall, precision, PR curve, costs at thresholds, and operational review capacity.|Google,Amazon
EASY|Feature Engineering|MACHINE_LEARNING_ENGINEER|Encoding a category with many values|A categorical feature has thousands of distinct values. What encoding options would you consider and what leakage risk applies?|Consider hashing, carefully regularized target encoding, embeddings, or grouping; fit encoders using training folds only to avoid target leakage.|Google,Microsoft
EASY|Probability|MACHINE_LEARNING_ENGINEER|Base rates and screening tests|A test is accurate but the condition is rare. Why can a positive result still have a modest probability of being true?|Apply Bayes' rule; posterior probability depends on prevalence as well as sensitivity and specificity, so base rates matter.|Google,Meta
EASY|React Accessibility|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Keyboard behavior for a modal|A modal dialog opens and users can still tab to controls behind it. What behavior should the dialog implement?|Move focus into the dialog, keep tab focus contained while open, support Escape where appropriate, label it, then restore prior focus on close.|Meta,Google
EASY|TypeScript|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Modeling API loading states|A component uses three booleans for loading, error, and data and can enter contradictory combinations. How could TypeScript model this more safely?|Use a discriminated union such as idle/loading/success/error with state-specific payloads and exhaustive narrowing.|Microsoft,Google
EASY|DevOps CI/CD|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Keeping secrets out of a build log|A deployment pipeline needs a cloud credential. How should it be supplied and protected?|Use the CI secret manager or short-lived workload identity, scope access minimally, mask output, rotate credentials, and never commit or echo secrets.|GitHub,Amazon
MEDIUM|Java|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Designing a thread-safe cache|A service caches computed values in a map while many threads read and refresh entries. Describe a safe design and eviction concerns.|Discuss ConcurrentHashMap or cache library, atomic loading/single-flight, bounded size/TTL, visibility, failure handling, and whether duplicate computation is acceptable.|Amazon,Oracle
MEDIUM|Java Collections|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Stable ranking with equal scores|A leaderboard sorts users by score, and ties should retain the order they entered the competition. How would you implement this?|Use stable sorting or an explicit sequence/tie-break key; define null and score precision behavior and test equal-score cases.|Amazon,Microsoft
MEDIUM|Java Concurrency|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Bounding concurrent downstream calls|A request fans out to many downstream services and can exhaust threads during load. What controls would you introduce?|Bound concurrency and queues, set deadlines/timeouts, use bulkheads and backpressure, propagate cancellation, and monitor saturation.|Netflix,Amazon
MEDIUM|Java Memory|BACKEND_DEVELOPER|Diagnosing heap growth|A JVM service's heap grows steadily but request volume is stable. Outline an investigation.|Compare heap dumps over time, inspect retained paths and cache/listener growth, correlate GC and allocation profiles, and verify lifecycle cleanup.|Oracle,Amazon
MEDIUM|Java APIs|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Designing a value object|A money amount is used in maps and must not be mutated after creation. What properties make a robust Java value object?|Immutable fields, defensive copies as needed, equality/hashCode by value, currency-aware invariants, and decimal arithmetic rather than binary floating point.|Amazon,Stripe
MEDIUM|Spring Boot|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Isolating external service configuration|A service runs in local, test, and production environments with different endpoints. How would you structure configuration?|Use typed externalized configuration and profiles/environment variables, validate required settings, avoid secrets in source, and keep defaults safe.|Amazon,Microsoft
MEDIUM|Spring Transactions|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Transaction boundaries across services|A method updates a local database and then calls a remote service. Why can one @Transactional annotation not make both changes atomic?|Spring's local DB transaction cannot atomically roll back a remote side effect; use outbox/saga/compensation and define failure/retry semantics.|Amazon,Uber
MEDIUM|Spring Data JPA|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Avoiding lazy-loading surprises|A controller serializes an entity after the service transaction closes and gets a lazy initialization error. What design change is preferable?|Return DTOs built inside a deliberate query/service boundary; use projections/entity graphs intentionally rather than exposing entities or widening transactions blindly.|Amazon,Oracle
MEDIUM|JPA|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Bulk updates and persistence context|A JPQL bulk update changes rows but a loaded entity still shows an old field value. Explain why and how to handle it.|Bulk operations bypass managed entity dirty checking; clear/refresh the persistence context or isolate the bulk update and account for callbacks/versioning.|Oracle,Amazon
MEDIUM|SQL|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Reading a query plan|A query scans a million-row table despite filtering by customer_id. How would you determine whether an index helps?|Inspect EXPLAIN/ANALYZE, selectivity and predicates, compare estimated/actual rows, consider a suitable composite index, and measure write/storage costs.|Amazon,PostgreSQL
MEDIUM|SQL|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Preventing a lost update|Two clients read the same inventory quantity and both reserve stock, resulting in overselling. Give two database-level approaches.|Use atomic conditional update/decrement, optimistic version checks, or row locking with transaction; enforce nonnegative invariant and handle conflicts.|Amazon,Oracle
MEDIUM|SQL|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Keyset pagination at scale|An endpoint pages through a large append-only event table ordered by created_at and id. Design a stable continuation query.|Use a deterministic composite order and cursor predicate (created_at,id) after the last row, indexed consistently; define behavior for concurrent inserts.|Amazon,Google
MEDIUM|DBMS|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Choosing a unique constraint|An application checks whether an email is unused before inserting, but concurrent registrations still duplicate it. What is the authoritative fix?|Create a database unique constraint, treat it as the race-safe authority, and translate duplicate-key violations into a stable client error.|Amazon,Microsoft
MEDIUM|Database Design|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Modeling a many-to-many relationship|A question can apply to several interview roles and each role covers many questions. How would you model it relationally?|Use a role lookup table plus a join table with foreign keys and a unique pair; query through the join and avoid comma-separated values.|Amazon,Microsoft
MEDIUM|REST API|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Evolving an API response|A mobile client ignores unknown JSON fields but relies on existing field meaning. How can a service add a field safely?|Add an optional additive field, preserve semantics, document it and test old clients; breaking meaning/removal needs versioning or migration strategy.|Amazon,Google
MEDIUM|REST API|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Idempotency for payment creation|A client times out after a payment request and retries. How can the API avoid charging twice?|Accept an idempotency key scoped to caller/operation, persist result atomically with business action, define retention and payload mismatch behavior.|Stripe,Amazon
MEDIUM|Microservices|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Choosing service boundaries|A team proposes a separate microservice for every database table. What criteria would you use to split a service?|Use business capabilities, ownership and independent change/scaling needs; account for data ownership, network failure, operational cost, and avoid chatty boundaries.|Amazon,Uber
MEDIUM|Microservices|BACKEND_DEVELOPER,DEVOPS_ENGINEER|Handling duplicate events|A consumer receives the same order-created event twice after a retry. How should it protect side effects?|Use idempotent business operations or a durable processed-event key in the same transaction; acknowledge only after durable completion.|Amazon,Netflix
MEDIUM|Caching|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Selecting a cache invalidation policy|A product page changes infrequently but must show price updates within a minute. How would you balance TTL and explicit invalidation?|Set a bounded TTL aligned to freshness, invalidate/update on writes when safe, consider stale-while-revalidate and monitor cache hit/freshness.|Amazon,Netflix
MEDIUM|Web Security|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Authorization beyond authentication|A user is logged in and requests another user's attempt by UUID. What server check is necessary?|Authenticate identity, then enforce object-level ownership/role authorization on every request; opaque IDs are not authorization.|Amazon,Microsoft
MEDIUM|OAuth|BACKEND_DEVELOPER,FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Choosing OAuth flow for a browser app|A browser-based public client needs user sign-in without a client secret. Which flow and protections would you choose?|Authorization Code with PKCE, state/nonce where applicable, exact redirect URI, minimal scopes, secure token handling and issuer validation.|Google,Microsoft
MEDIUM|API Security|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Protecting an expensive search endpoint|An unauthenticated search endpoint can trigger costly database work. Describe layered abuse controls.|Rate limits and quotas, request validation, bounded page sizes/timeouts, caching where safe, authentication if appropriate, and observability.|Cloudflare,Amazon
MEDIUM|Frontend Architecture|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Handling stale network responses|A user types two search terms quickly and the first response arrives last. How should the UI avoid showing stale results?|Use AbortController or a request sequence/current-query guard, clean up on unmount, and preserve explicit loading/error state.|Google,Meta
MEDIUM|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Deciding when to memoize|A React page rerenders often, and a developer wants to wrap every calculation in useMemo. How do you decide?|Profile first; memoize genuinely expensive work or referentially sensitive props, account for complexity and dependency correctness, and avoid stale values.|Meta,Google
MEDIUM|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Form state and server errors|A form has client validation and receives field-level validation errors from an API. How should state and accessibility be organized?|Keep field values/errors explicit, map server errors by field, associate messages and aria-invalid, retain values, and provide a summary/focus strategy.|Airbnb,Meta
MEDIUM|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Component state ownership|Two sibling components need to coordinate a selected filter. Where should the state live?|Lift the minimal shared state to the nearest common owner or use a focused context for broader shared state; avoid duplicate unsynchronized copies.|Meta,Airbnb
MEDIUM|TypeScript|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Typing uncertain server data|A TypeScript interface says an API field exists, but the server can omit it. How should the client handle this honestly?|Model nullability/optionality from the contract, validate unknown runtime JSON at boundaries when needed, and render a deliberate fallback.|Microsoft,Google
MEDIUM|HTML|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Choosing semantic elements|A clickable div behaves like a button but is missing from keyboard navigation. What is the preferred fix?|Use a native button for actions or fully implement role, tab focus, keyboard behavior and disabled semantics when a native element is unsuitable.|Google,Meta
MEDIUM|CSS|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Diagnosing layout overflow|A page overflows horizontally only at 200% zoom. How would you locate and fix the cause?|Inspect fixed widths/min-widths and long content, use responsive sizing/wrapping, test reflow/zoom and preserve readable content without hiding controls.|Google,Microsoft
MEDIUM|Browser Performance|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Improving a slow initial page|A route downloads a large JavaScript bundle although most users visit only one feature. What changes can reduce startup cost?|Route-level code splitting, remove/replace expensive dependencies, tree-shake, defer noncritical work and measure real-user Core Web Vitals.|Google,Meta
MEDIUM|Browser Security|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Evaluating localStorage tokens|A team proposes storing long-lived access tokens in localStorage. What threat-model trade-off should be discussed?|Any same-origin script can read it, increasing XSS impact; consider secure HttpOnly cookies with CSRF defenses or short-lived tokens and strong XSS controls.|Google,Microsoft
MEDIUM|Web Performance|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Preventing layout shift|A page's hero image causes content to jump after loading. How can the layout be stabilized?|Reserve dimensions/aspect ratio, prioritize critical assets appropriately, avoid late insertion above content and measure CLS.|Google,Meta
MEDIUM|DevOps Linux|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Investigating high load average|A host has high load average but moderate CPU utilization. What should you check next?|Inspect runnable and uninterruptible tasks, I/O wait, disk/network bottlenecks, process state and per-device metrics; load is not CPU percentage.|Red Hat,Amazon
MEDIUM|DevOps Networking|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Tracing a connection timeout|A service resolves a hostname but TCP connect times out. Outline a layer-by-layer diagnosis.|Check destination/port, routes, firewalls/security groups, network policies, listener health and packet path; distinguish timeout from refused connection.|Amazon,Cloudflare
MEDIUM|Docker Security|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Running containers as non-root|A containerized web app does not need privileged operations. Why run it as a non-root user and what must the image account for?|Limit impact of compromise; set ownership/permissions for writable paths, avoid privileged mode and drop capabilities where possible.|Docker,Red Hat
MEDIUM|Kubernetes|DEVOPS_ENGINEER|Separating configuration and secrets|A deployment needs a database password and a feature flag. Which Kubernetes resources and safeguards fit each?|Use Secret for sensitive material and ConfigMap for non-secret settings; restrict RBAC, encrypt secrets at rest where supported, rotate and avoid logging them.|Google,Red Hat
MEDIUM|Kubernetes|DEVOPS_ENGINEER|Debugging CrashLoopBackOff|A pod repeatedly restarts after a new release. What evidence would you inspect before changing probes?|Previous/current container logs, exit code/events, config and secret mounts, resource limits, startup behavior and probe timing; compare the rollout revision.|Amazon,Google
MEDIUM|CI/CD|DEVOPS_ENGINEER,BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Promoting an artifact between environments|Why should a CI system promote one immutable artifact from test to production rather than rebuild for each environment?|The tested bits remain identical and traceable; inject environment config separately, sign/provenance artifacts, and retain rollback versions.|GitHub,GitLab
MEDIUM|Deployment|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Rolling back a bad release|A rollback restores application binaries but a recent schema migration is incompatible with the old version. How should releases prevent this?|Use backward-compatible expand/contract migrations, deploy compatible application versions, delay destructive changes and plan explicit rollback/forward-fix.|Amazon,Google
MEDIUM|Observability|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Correlating logs and traces|An intermittent request fails across three services. Which identifiers and telemetry help connect evidence?|Propagate trace/request IDs, structured logs and span context, record service/version and outcome, redact sensitive data, and sample thoughtfully.|Datadog,Google
MEDIUM|SRE|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Using an error budget|A service has consumed most of its monthly error budget early. How should an SRE team respond?|Prioritize reliability work, reduce risky changes or rollout size, investigate causes and communicate; use policy agreed with product rather than treating SLO as an alert alone.|Google,Amazon
MEDIUM|Cloud Architecture|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Choosing object storage|A service stores user-uploaded images that are read globally and rarely modified. What cloud storage design considerations matter?|Object storage, access control, lifecycle/versioning, CDN, upload validation, encryption, durability/region needs and cost; keep metadata separately.|Amazon,Google
MEDIUM|Machine Learning|MACHINE_LEARNING_ENGINEER|Diagnosing overfitting|A model has excellent training performance but poor validation performance. Give a diagnostic plan before choosing a remedy.|Check split/leakage and distribution, compare learning curves and complexity, then consider regularization, simpler model, more representative data or augmentation.|Google,Microsoft
MEDIUM|Machine Learning|MACHINE_LEARNING_ENGINEER|Selecting a threshold|A calibrated binary classifier outputs probabilities, but the business cost of false positives is much higher than false negatives. How choose a threshold?|Estimate costs/benefits on validation data, inspect precision-recall and workload constraints, select a decision threshold, then monitor calibration and drift.|Google,Amazon
MEDIUM|Statistics|MACHINE_LEARNING_ENGINEER|Confidence interval for a metric|Two models have close validation scores with overlapping uncertainty. How would you decide whether one is better?|Use paired evaluation on the same examples, bootstrap or an appropriate statistical test, report effect size and uncertainty, and consider practical costs.|Google,Microsoft
MEDIUM|ML Evaluation|MACHINE_LEARNING_ENGINEER|Evaluating a recommender|A recommender is trained from logged clicks where previous ranking determined what users saw. Why is offline accuracy difficult to interpret?|Exposure/selection bias means unshown items lack labels; use careful counterfactual/off-policy methods or randomized experiments and define online guardrails.|Netflix,Google
MEDIUM|Feature Engineering|MACHINE_LEARNING_ENGINEER|Target encoding without leakage|A high-cardinality category benefits from target encoding. How do you avoid leaking labels into each training row?|Compute encodings out-of-fold or with ordered/statistical smoothing, keep validation/test isolated, and fit final mapping only on training data.|Google,Microsoft
MEDIUM|Data Engineering|MACHINE_LEARNING_ENGINEER|Training-serving skew|A model performs well offline but poorly online after deployment. What differences between training and serving would you investigate?|Compare feature definitions, point-in-time joins, missing/default handling, transformations, versions, latency and population drift; log feature parity safely.|Google,Amazon
MEDIUM|MLOps|MACHINE_LEARNING_ENGINEER,DEVOPS_ENGINEER|Reproducible model release|What artifacts and metadata should accompany a model promoted to production?|Model and preprocessing artifacts, code/data identifiers, parameters, metrics, environment, lineage, approval and rollback reference; protect sensitive training data.|Google,Microsoft
MEDIUM|Python Performance|MACHINE_LEARNING_ENGINEER|Choosing vectorization versus streaming|A feature transform exceeds memory when vectorized across the full dataset. How preserve performance without loading everything at once?|Process bounded batches/chunks, use vectorized operations within a chunk, measure copy overhead and preserve deterministic ordering/aggregation semantics.|Google,Meta
MEDIUM|NumPy|MACHINE_LEARNING_ENGINEER|Broadcasting a batch normalization|A matrix has shape (batch, features); per-feature means have shape (features,). Explain why subtraction works and a shape mistake to watch for.|Trailing dimensions align, so (features,) broadcasts across batch; reshape when axis order differs and verify shapes to avoid accidental broadcasting.|Google,Microsoft
MEDIUM|Pandas|MACHINE_LEARNING_ENGINEER|Time-based train-test split|A forecasting dataset has timestamped rows. Why is a random split often misleading and what split would you use?|Random split can train on future patterns; use chronological/rolling-origin validation with a gap when leakage from overlapping windows is possible.|Google,Amazon
MEDIUM|Probability|MACHINE_LEARNING_ENGINEER|Conditional independence in Naive Bayes|What simplifying assumption lets Naive Bayes multiply feature likelihoods, and when can it still classify well despite violations?|Features are conditionally independent given class; posterior ranking can remain useful despite dependence, but probability calibration may be poor.|Google,Microsoft
MEDIUM|Model Deployment|MACHINE_LEARNING_ENGINEER,DEVOPS_ENGINEER|Serving a large model under latency limits|A model misses its p99 latency target. What optimization options would you evaluate while protecting quality?|Profile preprocessing/inference, batching, quantization/distillation, hardware/runtime, caching where valid and concurrency; compare quality-latency-cost on representative load.|Google,Amazon
HARD|Distributed Systems|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Maintaining invariants across services|An order service and inventory service own separate databases, but overselling must be prevented during retries and partial outages. Propose a design.|Use reservation state machine with idempotent commands, durable events/outbox, time-bounded holds and compensations; state consistency trade-offs and reconciliation.|Amazon,Uber
HARD|Database|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Online index creation under load|A large production table needs a new index without blocking writes for a long maintenance window. What plan and risks would you discuss?|Use the database's concurrent/online index feature, monitor I/O/replication and invalid index states, validate query plans, and account for version-specific semantics.|Amazon,PostgreSQL
HARD|Transactions|BACKEND_DEVELOPER|Investigating a serialization failure|A serializable transaction occasionally aborts under concurrent writes. Is this necessarily a database defect, and how should the application respond?|Serialization aborts can preserve serializable correctness; retry the entire idempotent transaction with bounded backoff and inspect contention/hotspots.|Oracle,PostgreSQL
HARD|JPA Hibernate|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Reducing write amplification|An ORM update writes every column even when one field changes, causing contention and audit noise. What approaches and trade-offs exist?|Consider dynamic updates, explicit update queries, narrower aggregate boundaries or JDBC; measure SQL, preserve optimistic locking and lifecycle/audit semantics.|Oracle,Amazon
HARD|API Design|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Evolving a paginated API|Clients consume cursor pages while records are inserted and deleted. Define cursor fields and consistency expectations.|Use stable unique ordering and opaque signed/validated cursor, document snapshot versus live traversal, handle deleted keys, filters, expiry and query indexing.|Google,Amazon
HARD|Security|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Preventing confused-deputy authorization|A backend accepts a resource ID and a role claim but callers can cause it to access another tenant's resource. How would you redesign checks?|Derive tenant/user context from verified identity, scope every query and operation, enforce ownership/tenant policy server-side, and test cross-tenant access paths.|Microsoft,Amazon
HARD|Microservices|BACKEND_DEVELOPER,DEVOPS_ENGINEER|Handling poison messages|A consumer retries one malformed event forever, blocking progress in a partition. How should the pipeline handle it safely?|Bound retries, classify transient/permanent failures, quarantine to DLQ with context, alert and support replay after correction while preserving idempotency/order constraints.|Amazon,Netflix
HARD|Caching|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Preventing stale authorization decisions|A permission change must take effect quickly, but authorization results are cached across service instances. Design invalidation and fallback behavior.|Use versioned/short-lived cache entries, publish invalidation with durable recovery, check authoritative state for sensitive actions, and define bounded revocation delay.|Amazon,Microsoft
HARD|Java Concurrency|BACKEND_DEVELOPER|Diagnosing thread-pool starvation|A service's HTTP requests hang while CPU is low and its worker pool is full. How investigate and prevent recurrence?|Find blocking tasks and dependency waits, capture thread dumps, bound queues/timeouts, isolate pools, propagate deadlines and apply backpressure rather than enlarging pools blindly.|Amazon,Oracle
HARD|JVM|BACKEND_DEVELOPER|Reducing tail-latency GC pauses|A low-average-latency JVM service has periodic p99 spikes aligned with garbage collection. What evidence and options would you evaluate?|Correlate GC logs, allocation rate, heap occupancy and pause phases; inspect allocation hot spots, right-size heap/collector and validate latency under load.|Oracle,Amazon
HARD|React Architecture|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Designing an offline-tolerant editor|A browser editor must keep drafts through reloads and reconcile edits after reconnect. Outline state, persistence, conflict, and security decisions.|Persist versioned local drafts, distinguish unsaved/server versions, define merge/conflict policy, handle quota/privacy, debounce safely, and synchronize idempotently.|Google,Meta
HARD|Browser Performance|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Diagnosing interaction latency|A page's input feels delayed only when a large result list updates. How profile and improve the interaction?|Use performance traces to locate long tasks/render work, virtualize or chunk lists, defer nonurgent updates, memoize measured hotspots and preserve accessibility.|Meta,Google
